isbn;language_code;average_rating;description;Authors;num_pages;publication_year;title;genre
749014997;eng;4,04;Looking for respite in London after a stupefying visit from relatives, Mary encounters a friend from Oxford. The young woman introduces Mary to her current enthusiasm, a strange and enigmatic woman named Margery Childe, who leads something called The New Temple of God. It seems to be a charismatic sect involved in the post-World War I suffrage movement, with a feminist slant on Christianity. Mary is curious about the woman, and intrigued. Is the New Temple a front for something more sinister? When a series of murders claims members of the movement's wealthy young female volunteers and principal contributors, Mary, with Holmes in the background, begins to investigate. Things become more desperate than either of them expected as Mary's search plunges her into the worst danger she has faced yet.;Laurie R. King;316;2014;A Monstrous Regiment of Women (Mary Russell, #2);mystery_thriller_crime
1616951419;eng;3,1;Allie Kim suffers from Xeroderma Pigmentosum: a fatal allergy to sunlight that confines her and her two best friends, Rob and Juliet, to the night. When freewheeling Juliet takes up Parkour--the stunt-sport of scaling and leaping off tall buildings--Allie and Rob have no choice but to join her, if only to protect her. Though potentially deadly, Parkour after dark makes Allie feel truly alive, and for the first time equal to the daytimers.On a random summer night, the trio catches a glimpse of what appears to be murder. Allie alone takes it upon herself to investigate, and the truth comes at an unthinkable price. Navigating the shadowy world of specialized XP care, extreme sports, and forbidden love, Allie ultimately uncovers a secret that upends everything she believes about the people she trusts the most.;Jacquelyn Mitchard;243;2013;What We Saw at Night (What We Saw at Night, #1);mystery_thriller_crime
1476723958;eng;3,14;In Grimes's new sendup of a world she knows very well, Candy and Karl, hitmen with a difference-- they have scruples--once again venture into the murky Manhattan publishing scene. This time they come to the aid of a writer who is being sued by her unscrupulous literary agent, L. Bass Hess, a man determined to get a 15 percent commission for a book he didn't sell.The contract killers join forces with publishing mogul Bobby Mackenzie and megabestselling writer Paul Giverney to rid the mean streets of Hess, not by shooting him, but by driving him crazy. They are helped by other characters from Foul Matter and a crew of new colorful personalities, including an out-of-work Vegas magician, an alligator wrangler, a glamorous Malaysian con lady, and Hess's aunt in Everglades City, who has undergone a wildly successful sex change.;Martha Grimes;352;2014;The Way of All Fish;mystery_thriller_crime
098819435X;eng;4,1;Daphne and Margot--two independent young California women in 1957--own their own dress shop called Poppy Cove. When one of their top clients--Constance Stearns-Montgomery--is strangled to death with her own silk scarf at the opening ceremonies for her new girls' academy, Daphne and Margot are shocked. They can't believe that such a horrid crime could take place in their sleepy little oceanside village of Santa Lucia. Worse, they've lost one of their best clients. The two women quickly become embroiled in solving the crime. After all, if anyone can track down the killer, it should be them. Margot's long-time beau is the town's top cop, and Daphne is a master at using her flirtatious wiles to extract information from unsuspecting men. Of course, neither girl will let their snooping get in the way of more urgent tasks such as choosing new textiles and accessories for Poppy Cove or planning their fall fashion show or--most important--selecting the appropriate ensemble to wear for each and every occasion. But these two fashion detectives are on the case, and the murderer--and the poorly attired--had better watch out!;Barbara Jean Coast;274;2013;Strangled by Silk (A Poppy Cove Mystery, #1);mystery_thriller_crime
702249963;eng;3,83;The much-anticipated sequel to the bestselling Three Crooked Kings.In Three Crooked Kings we read about the shocking true story of Queensland and how a society was shaped by almost half a century of corruption. In Jacks and Jokers, the story continues as Terry Lewis becomes police commissioner and the era of corruption at the highest levels of the police and government continues. As the Queensland police become more connected with their corrupt colleagues in Sydney, the era of heavy drugs and crime also begins. Tony Murphy and Glen Hallahan, two of the original 'crooked kings', become more enmeshed with 'The Joke' which is run by bagman Jack Herbert.Jacks and Jokers introduces new characters, more extraordinary behaviour outside the law by the law, and along the way it charts the meteoric rise of police commissioner Terry Lewis, documenting events up until the Fitzgerald Inquiry in the late 1980s.Once again, award-winning journalist and novelist Matthew Condon has drawn from unprecedented access to Terry Lewis, as well as hundreds of interviews with key players and conspirators to craft the definitive account of the rise - and spectacular fall - of one man, an entire state and over a generation of corruption.;Matthew Condon;388;2014;Jacks and Jokers;mystery_thriller_crime
615782892;eng;4,07;With the Harbour Falls Mystery solved, author Maddy Fitch hopes secrets and lies are behind her. But a cryptic letter from her former best friend would seem to indicate otherwise. Is the man Maddy fell in love with while solving the Harbour Falls Mystery, the gorgeous and rich Adam Ward, keeping a damning and potentially dangerous secret from her? Only the writer of the letter, Ami Hensley, knows for sure. But Maddy is hesitant to confront her, since the last time they saw one another Ami tried to kill her.But if Maddy wants answers--ones that could potentially save Adam--then she must face her fears and visit her former friend. Unfortunately for Maddy, Ami is currently locked up in the creepiest place in Maine, an old gothic structure that houses the criminally insane, known simply as Willow Point.Will this new mystery tear Maddy and Adam apart?Who else is in on Adam's secret?And will Maddy find the answers before it's too late?Another heart-stopping page turner from the author of Harbour Falls. Willow Point promises to keep you on the edge of your seat.2nd in A Harbour Falls Mystery series. Romance/Mystery genres.****Willow Point is book number two in A Harbour Falls Mystery series, but can be read as a stand-alone novel.*****mature themes/adult content*;S.R. Grey;246;2013;Willow Point (A Harbour Falls Mystery, #2);mystery_thriller_crime
571255299;eng;3,88;Tim Ellison feels lucky when he finds a cheap place to rent in his dream location, close to the restaurant where he works as a chef, and even closer to his favourite surf spot at Sydney's popular Manly Beach. But the cavernous house is infused with a sense of foreboding, and his furnished room there comes with a condition: He must look after the mansion's mysterious owner.Anna London is withdrawn and frail, a twenty-year-old with the inexplicable demeanour and habits of an elderly woman. From her grand home on the hill, she can see the city and the ocean, but she can never leave. Her anxieties keep her locked inside, unable to face the outside world.As Tim settles in, he struggles to get to know the person who depends on him for food and care. Slowly, Anna reveals glimpses of herself--her history, her sadness, her crippling fears. And then strange things begin to happen: loud banging in the night, unexplained figures in the shadows, sinister messages on the walls. Tim is startled to find that even as his unease about the house grows, he is increasingly attracted to its hauntingly beautiful owner. But is Anna London someone to pity, someone to love, or someone to fear?Taut and intense, Sweet Damage is an addictive novel about vulnerability, obsession, and duplicity, with a modern Gothic twist.;Rebecca  James;400;2014;Sweet Damage;mystery_thriller_crime
1408847167;eng;3,43;A whirlwind romance. A picture-perfect marriage. Hannah Reilly has seized her chance at happiness. Until the day her husband fails to come home...The more questions Hannah asks, the fewer answers she finds. But are the secrets that Mark has been keeping designed to protect him or protect her? And can you ever really know what happened before you met?;Lucie Whitehouse;256;2014;Before We Met;mystery_thriller_crime
825442389;eng;4,15;Dr. Lilly Reeves is a young, accomplished ER physician with her whole life ahead of her. But that life instantly changes when she becomes the fifth victim of a serial rapist. Believing it's the only way to recover her reputation and secure peace for herself, Lilly sets out to find--and punish--her assailant. Sporting a mysterious tattoo and unusually colored eyes, the rapist should be easy to identify. He even leaves what police would consider solid evidence. But when Lilly believes she has found him, DNA testing clears him as a suspect. How can she prove he is guilty, if science says he is not?;Jordyn Redwood;308;2012;Proof (Bloodline Trilogy, #1);mystery_thriller_crime
1496705300;eng;3,88;'Tis the season for trimming the tree, caroling, baking cookies, and curling up by the Yuletide waiting for Santa to drop down the chimney. But in this festive collection of holiday whodunits, murder is also paying a visit...CANDY CANE MURDER by JOANNE FLUKEWhen a trail of candy canes leads to a corpse outfitted in a Santa suit on a snowy bank, Hannah Swensen sets out to discover who killed Kris Kringle...THE DANGERS OF CANDY CANES by LAURA LEVINEA wealthy suburbanite takes a lethal tumble off his roof while installing a giant candy cane. Now it's up to Jaine Austen to sift through a long list of scheming neighbors with dirty secrets in their stockings to expose a murderer...CANDY CANES OF CHRISTMAS PAST by LESLIE MEIERLucy Stone must learn the mystery of a glass candy cane that was found smashed to bits by a corpse's body to unlock the doors of Christmas past--and find a killer who got away with murder.Whether a gift for yourself or that special someone on your list, there's no better way to spend the holidays than with these tantalizing mysteries of murder...Includes over 10 scrumptious holiday recipes!;Joanne Fluke, Leslie Meier, Laura Levine;400;2015;Candy Cane Murder;mystery_thriller_crime
738718866;eng;4,12;Odelia Grey's relaxing day of errands is ruined when she finds a body folded like an origami crane in the trunk of her car. And it's not just any dead body--it's the corpse of Zak Finch, a young man who had been kidnapped eight years earlier. But why was he put in Odelia's car? Where has Zak been all these years?With her name at the top of the suspect list, Odelia and her husband, Greg, are determined to find the answers. They'll do whatever it takes, even if they have to give the slip to an arrogant FBI agent and team up with Mother, a contract killer, to uncover the truth.;Sue Ann Jaffarian;336;2015;A Body to Spare (Odelia Gray Mystery, #10);mystery_thriller_crime
765322617;eng;2,23;After Jack Slidell's discovery of his law partner's death in an apparent drug/sex killing, he and the beautiful Caroline Wonder are suddenly hurled into a race for their lives, a hair-raising odyssey filled with outrageous characters and violent suspense. Hit men and sinister government agencies hunt them at every turn, but their quest for justice determines more than the guilt or innocence of a dead friend: the fate of the earth and humanity's survival hang in the balance.A page-burning, pulse-pounding chase-thriller of earth-shattering dimensions, The Extinction Eventis also populated with colorful characters almost Dickensian in their energy and flamboyance. This is a book that will stick with you when you are done, a story you will remember for a long, long time.;David      Black;304;2010;The Extinction Event;mystery_thriller_crime
1782065733;eng;2,79;From New York Times-bestselling author Philip Kerr comes an amazing departure: an intense psychological thriller, sure to garner even more acclaim for this powerhouse author on the rise.Gil Martins, an agent with the FBI's Domestic Terrorism Unit in Houston, confronts the violence generated by extremism within our nation's borders every day. He sees hatred and destruction wrought by every kind of ism there is, and the zealots who kill in their names. Until now, he has always been a part of the solution--however imperfect--a part of justice. But when Gil discovers he played a key role in wrongly condemning an innocent man to death row, it shakes his faith--in the system, in himself, and in God--deeply. It even estranges him from his wife and son.Desperate, Gil offers up a prayer. To know God is there, not through a sign or physical demonstration but through the strength to cope with his ever-growing, ever-creeping doubts.His problems become more than personal as things heat up in Houston. A serial killer terrorizing the morally righteous turns out to have religious motivations, upping the case from homicide to domestic terrorism. A number of prominent secular icons die or are grievously injured abruptly and under suspicious circumstances, the latest of which is a New Atheist writer who's fallen into an inexplicable coma. Left and right, it seems Gil can't escape the power of God and murder.As Gil investigates both cases, he realizes that there may be a connection--answering his prayers in a most terrifying way.;Philip Kerr;480;2013;Prayer;mystery_thriller_crime
1492635790;eng;3,71;Some secrets are worth killing to protect.Victoria Zell doesn't fit in, not that she cares what anyone thinks. She and her homeschooled boyfriend, Andrew, are inseparable. All they need is each other. That is, until Zachary Zimmerman joins her homeroom. Within an hour of meeting, he convinces good-girl Vic to cut class. And she can't get enough of that rush.Despite Vic's loyalty to Andrew, she finds her life slowly entwining with Z's. Soon she's lying to everyone she knows and breaking all the rules to be with Z. She can't get enough of him--or unraveling the stories of the family he's determined to keep hidden.Except Z's not the only one with a past. Straight-laced Vic is hiding her own secrets...secrets that are about to destroy everything in her path.;Cyn Balog;274;2016;Unnatural Deeds;mystery_thriller_crime
553278193;eng;4;As any herpetologist will tell you, the fer-de-lance is among the most dreaded snakes known to man. When someone makes a present of one to Nero Wolfe, Archie Goodwin knows he's getting dreadully close to solving the devilishly clever murders of an immigrant and a college president. As for Wolfe, he's playing snake charmer in a case with more twists than an anaconda -- whistling a seductive tune he hopes will catch a killer who's still got poison in his heart.;Rex Stout, Loren D. Estleman;285;2010;Fer-de-Lance (Nero Wolfe, #1);mystery_thriller_crime
525426019;eng;3,44;Love hurts...Makani Young thought she'd left her dark past behind her in Hawaii, settling in with her grandmother in landlocked Nebraska. She's found new friends and has even started to fall for mysterious outsider Ollie Larsson. But her past isn't far behind.Then, one by one, the students of Osborne Hugh begin to die in a series of gruesome murders, each with increasingly grotesque flair. As the terror grows closer and her feelings for Ollie intensify, Makani is forced to confront her own dark secrets.;Stephanie Perkins;289;2017;There's Someone Inside Your House;mystery_thriller_crime
316380571;eng;3,33;A standalone psychological thriller from the acclaimed author of the Alex Morrow novels that exposes the dark hearts of the guilty...and the innocent.The trial of the century in 1950's Glasgow is over. Peter Manuel has been found guilty of a string of murders and is waiting to die by hanging. But every good crime story has a beginning. Manuel's starts with the murder of William Watt's family. Looking no further that Watt himself, the police are convinced he's guilty. Desperate to clear his name, Watt turns to Manuel, a career criminal who claims to have information that will finger the real killer. As Watt seeks justice with the cagey Manuel's help, everyone the pair meets has blood on their hands as they sell their version of the truth. The Long Dropis an explosive novel about guilt, innocence and the power of a good story to hide the difference.;Denise Mina;240;2017;The Long Drop;mystery_thriller_crime
425275841;eng;3,79;First in a new series from the author of the Celebration Bay mysteriesIn 1895, the height of the Gilded Age, the social elite spend their summers in Newport, Rhode Island. Within the walls of their fabulous cottages, competition for superiority is ruthless ... and so are the players. During her first Newport season, Deanna Randolph attends a ball given in honor of Lord David Manchester, a Barbadian sugar magnate, and his sister, Madeline. The Manchesters are an immediate success--along with their exotic manservant and his fortune-telling talents.But on the nearby cliffs, a young maid lies dead--and suspicion falls on Joseph Ballard, a member of one of the town's most prestigious families.Joe humiliated Deanna when he rebuffed an engagement to her, but while he may be a cad, she knows he isn't a killer. Now the reluctant allies must navigate a world of parties, tennis matches, and seances to find the real murderer. But a misstep among the glittering upper classes could leave them exposed to something far more dangerous than malicious gossip...;Shelley Freydont;416;2015;A Gilded Grave;mystery_thriller_crime
1423116615;eng;3,91;When Katarina Bishop was three, her parents took her to the Louvre...to case it. For her seventh birthday, Katarina and her Uncle Eddie traveled to Austria...to steal the crown jewels. When Kat turned fifteen, she planned a con of her own--scamming her way into the best boarding school in the country, determined to leave the family business behind. Unfortunately, leaving the life for a normal life proves harder than she'd expected.Soon, Kat's friend and former co-conspirator, Hale, appears out of nowhere to bring her back into the world she tried so hard to escape. But he has good reason: a powerful mobster's art collection has been stolen, and he wants it returned. Only a master thief could have pulled this job, and Kat's father isn't just onthe suspect list, he isthe list. Caught between Interpol and a far more deadly enemy, Kat's dad needs her help.For Kat there is only one solution: track down the paintings and steal them back. So what if it's a spectacularly impossible job? She's got two weeks, a teenage crew, and hopefully just enough talent to pull off the biggest heist in her family's (very crooked) history--and, with any luck, steal her life back along the way.;Ally Carter;291;2010;Heist Society (Heist Society, #1);mystery_thriller_crime
340836970;eng;3,92;Banks is on holiday, headed for Fisherman's Wharf in San Francisco. His daughter, Tracy, home in Leeds and angry with her father, is headed for some very deep trouble. Robinson's nineteenth Inspector Banks novel is a stunner.Handguns are illegal in the U.K., and whenever one is reported, the police swing into high gear. But things go very wrong when the police swoop down on a home in Eastvale to seize a reported handgun. In the confusion, Patrick Doyle, a former neighbour of Banks, is shot. Doyle's daughter, Erin, is to blame for the gun being in the house, and while she's in police custody, her housemate in Leeds, Tracy Banks, decides to let Erin's boyfriend know that the police have been around their place. Bad decision. When Banks returns home from holiday, Tracy is missing. And that's not the worst of it.Robinson's latest Inspector Banks novel is a powerful story of how the volatile emotions of love and resentment can turn deadly when fear comes creeping in.;Peter Robinson;430;2011;Bad Boy (Inspector Banks, #19);mystery_thriller_crime
1409136299;eng;3,97;Malcolm Fox and his team are back, investigating whether fellow cops covered up for Detective Paul Carter. Carter has been found guilty of misconduct, but what should be a simple job is soon complicated by a brutal murder and a weapon that should not even exist.A trail of revelations leads Fox back to 1985, a year of desperate unrest when letter-bombs and poisonous spores were sent to government offices, and kidnappings and murders were plotted. But while the body count rises the clock starts ticking, and a dramatic turn of events sees Fox in mortal danger.;Ian Rankin;432;2012;The Impossible Dead (Malcolm Fox, #2);mystery_thriller_crime
718155297;eng;4,27;Two families, one terrible secret, and a painting to die for ... Determined to sever his ties with the Office, Gabriel Allon has retreated to the windswept cliffs of Cornwall with his beautiful Venetian-born wife Chiara. But once again his seclusion is interrupted by a visitor from his tangled past: the endearingly eccentric London art dealer, Julian Isherwood. As usual, Isherwood has a problem. And it is one only Gabriel can solve.In the ancient English city of Glastonbury, an art restorer has been brutally murdered and a long-lost portrait by Rembrandt mysteriously stolen. Despite his reluctance, Gabriel is persuaded to use his unique skills to search for the painting and those responsible for the crime. But as he painstakingly follows a trail of clues leading from Amsterdam to Buenos Aires and, finally, to a villa on the graceful shores of Lake Geneva, Gabriel discovers there are deadly secrets connected to the painting. And evil men behind them.Before he is done, Gabriel will once again be drawn into a world he thought he had left behind forever, and will come face to face with a remarkable cast of characters: a glamorous London journalist who is determined to undo the worst mistake of her career, an elusive master art thief who is burdened by a conscience, and a powerful Swiss billionaire who is known for his good deeds but may just be behind one of the greatest threats facing the world.;Daniel Silva;484;2010;The Rembrandt Affair (Gabriel Allon, #10);mystery_thriller_crime
990995232;eng;3,84;Mirabella Hudson soon learns that the Great Detective has more in store for her than washing jars and labeling specimens: pistol shooting, fencing, boxing, and Jiu-Jitsu. This she can master, but Mirabella must face the greatest horror of all: Miss de Beauvais' Finishing School for Distinguished Young Ladies.Sherlock Holmes gets more than he bargained for when he hires his landlady's young ward to keep his laboratory in order. Mrs. Hudson's niece might be clever, but Mirabella Hudson is insubordinate, talks too much, is an accident waiting to happen--and, worst of all, is distractingly pretty.Unfortunately, 'pretty' is just what Sherlock Holmes needs.Sherlock might be a master of disguise, but pretty he is not. The Great Detective requires a female operative to go under cover at London's premier finishing school where Princess Elena Petrovic-Njegos of Montenegro is a client--and the target of an assassination plot. If the inexperienced Miss Hudson and her employer do not succeed in saving the princess, there is trouble brewing across the globe that could potentially lead to war on a massive scale. Montenegro is a small Serbian country, but She has among her allies the Mother Russia.One unsuccessful case could ruin this young detective's career before it starts. Above all, Sherlock must have work--and he must be in pursuit. Work is the blood in his veins. Work is life.The game is afoot!And there can be no greater puzzle than what he receives in the form of one Mirabella Hudson--who might stump even Sherlock Holmes.--mystery with romantic elements;Suzette Hollingsworth;226;2015;Sherlock Holmes and the Case of the Sword Princess (The Great Detective in Love #1);mystery_thriller_crime
1432827200;eng;3,92;The Study of Murder pits Scottish sleuth Muirteach MacPhee against a mysterious adversary in the medieval town of Oxford in 1374. At the ,nd of the Lord of the Isles, Muirteach and his wife Mariota accompany Donald, the lord's surly thirteen-year-old son, to Oxford where Donald is to enroll in university. Shortly after their arrival a winsome tavern maid disappears. At his charge's insistence, Muirteach attempts to help Undersheriff Grymbaud with the investigation, as well as keep Donald at his studies and out of the taverns. He has little success with either venture, although the discovery of some bizarre and suggestive drawings on old parchments piques the curiosity of Donald and his peers. Meanwhile, Mariota thirsts to attend medical lectures at the schools, which are closed to women, and seeks a way to gain admittance to them. When an Oxford master is found brutally bludgeoned to death, Grymbaud asks Muirteach to investigate the slaying. The eventual arrest of an aged servant at the college stirs the ever-simmering discord between townsfolk and university students. The unrest culminates in riots and another senseless killing occurs, endangering Mariota. Gleaning clues from a cryptic manuscript and desperate to save his wife, a determined Muirteach tracks a wily killer through a dark and twisted labyrinth of deceit.;Susan McDuffie;263;2013;The Study of Murder (Muirteach MacPhee Mystery #3);mystery_thriller_crime
1451698844;eng;4,1;Stephen King returns to the characters and territory of one of his most popular novels ever, The Shining, in this instantly riveting novel about the now middle-aged Dan Torrance (the boy protagonist of The Shining) and the very special 12-year-old girl he must save from a tribe of murderous paranormals.On highways across America, a tribe of people called The True Knot travel in search of sustenance. They look harmless - mostly old, lots of polyester, and married to their RVs. But as Dan Torrance knows, and spunky 12-year-old Abra Stone learns, The True Knot are quasi-immortal, living off the steam that children with the shining produce when they are slowly tortured to death.Haunted by the inhabitants of the Overlook Hotel where he spent one horrific childhood year, Dan has been drifting for decades, desperate to shed his father's legacy of despair, alcoholism, and violence. Finally, he settles in a New Hampshire town, an AA community that sustains him, and a job at a nursing home where his remnant shining power provides the crucial final comfort to the dying. Aided by a prescient cat, he becomes Doctor Sleep.Then Dan meets the evanescent Abra Stone, and it is her spectacular gift, the brightest shining ever seen, that reignites Dan's own demons and summons him to a battle for Abra's soul and survival. This is an epic war between good and evil, a gory, glorious story that will thrill the millions of hyper-devoted fans of The Shining and wildly satisfy anyone new to the territory of this icon in the King canon.;Stephen King;544;2013;Doctor Sleep (The Shining, #2);mystery_thriller_crime
153684652X;eng;4,29;You're seeking the ultimate experience, but is the prospect that you'll be dead in the next twenty four hours a thrill too far? Fourteen T-types make landfall on Apocritas - a newly discovered, earth-like planet with extreme sporting challenges to test one's mettle. Only there's an unanticipated additional event - dodging the bullets fired from two of the party's self-appointed hunters. Climbing precipitous peaks, wing suiting from dizzying heights and white-water rafting down a torrent more hazardous than the Colorado are just three of the stages to be completed. As if that wasn't enough, the native prehistoric life is less than friendly. Enough of a challenge?They thought they'd be earning accolades from fellow coffin-dodgers and a cash prize, but the greatest reward might just be their continued survival.From the author of The Psychonaut comes this fast-paced tale of inter-galactic horror.Warning - 18+ content;Tom G.H. Adams;192;2017;Coffin Dodgers: A Sci Fi- Horror Novel;mystery_thriller_crime
1477805044;eng;3,64;From bestselling, International Thriller Award-nominated author Rector (Already Gone), a thriller about a man driven to darkness in order to save the light of his life.After Matt Caine loses his wife in a car accident, all he has left is his daughter, Anna. But just as the little girl--who survived the accident--finally starts thriving, Matt's former in-laws threaten to take her away via a bitter custody battle. Desperate to keep Anna and in debt to some dangerous local thugs, Matt has no good options. But he does have Jay, one very bad friend. Just out of jail and plagued by drug addiction, Jay tempts Matt with a foolproof kidnapping scheme. But what sounds like the perfect solution to all his problems eventually leads Matt through a nightmarish maze of betrayals and reversals, pushing him to his breaking point--and beyond.;John Rector;259;2013;Out of the Black;mystery_thriller_crime
1743342780;eng;3,75;Welcome to the sleepy town of Majic, where neighbourhood watch is a killer ...For Nell Forrest, life in the little town of Majic is not going smoothly. One of her five daughters has just swapped university for fruit-picking, another is about to hit puberty, while a third keeps leaving aggrieved messages on the answering machine. On top of all this, her mother is infuriating and it's only been a matter of months since Nell lost her husband of twenty-five years. It's no surprise, then, that she is even struggling to write her weekly column.But the floodgates of inspiration are about to swing open, almost knocking her out in the process. Murder and mayhem, arson and adultery, dungeons, death threats and disappearances are just around the corner. Despite Nell's abysmal aptitude for investigative work, she manages to shine the light on the local Richard III Society and that's when things really start to heat up. Throw in some suspicious widows, nosy neighbours, a canine witness, plus a detective who is getting a little closer than he should, and it's clear that nefarious doings are well and truly afoot.Nefarious Doings is the first book in Ilsa Evans' new Nell Forrest Mystery series. The second is Ill-Gotten Gains.Funny and heartwarming, Nefarious Doings kept me turning the pages until its surprising but entirely satisfying conclusion, when I found myself sad to leave Nell and the town. I'm eagerly looking forward to the next instalment. - Di Blacklock;Ilsa Evans;298;2013;Nefarious Doings (Nell Forrest Mystery #1);mystery_thriller_crime
62317725;eng;3,44;Innkeeper and irrepressible sleuth Judith McMonigle Flynn and cousin Renie face off against a cold-blooded killer in a beach community in this delightfully charming Bed-and-Breakfast mystery from USA Todayand New York Timesbestselling author Mary Daheim.With the holidays gone and Hillside Manor almost empty, Innkeeper Judith McMonigle Flynn has a bad case of the blues. A housesitting stint at her aunt and uncle's retirement home on Whoopee Island with cousin Renie seems like the ideal pick-me-up. Surrounded by retirees in the off-season sounds peaceful and pleasant--or so the duo thinks. But it isn't long before a dead body pops up in their vicinity. Not surprising in an area full of older folks--until they learn it wasn't a bad ticker that did in the victim, but a very sharp knife. With clouds of suspicion hovering over her and Renie, Judith reluctantly begins sleuthing--if only to prove they didn't commit the crime.But what she finds is puzzling. The victim reputedly didn't have an enemy in the world--except for the killer. Digging for clams and answers, the cousins discover that retirement can be deadly--at least among the eclectic, eccentric residents of Obsession Shores.;Mary Daheim;291;2014;Clam Wake (Bed-and-Breakfast Mysteries, #29);mystery_thriller_crime
1405910585;eng;3,62;Sometimes it's easier to believe a lie.Twenty-five-years ago, the disappearance of four-year-old Justin Manning rocked the small town of Dove Point, Ohio. After his body was found in a shallow grave in the woods two months later, the repercussions were felt for years.Janet Manning has been haunted by the murder since the day she lost sight of her brother in the park. Now, with the twenty-fifth anniversary of Justin's death looming, a detective and a newspaper reporter have started to ask questions, opening old wounds and raising new suspicions. Could the man convicted of the murder -- who spent more than two decades in prison -- really be innocent? Janet's childhood friend and high school crush, who was in the park with her that day, has returned to Dove Point, where he is wrestling with his own conflicted memories of the events. And a strange man appears at Janet's door in the middle of the night, claiming to know the truth.Soon, years of deceit will be swept away, and the truth about what happened to Janet's brother will be revealed. And the answers that Janet has sought may be found much closer to home than she ever could have imagined.;David      Bell;426;2013;The Hiding Place;mystery_thriller_crime
161187100;eng;3,47;When the Tribute's sex-therapist chokes to death at her desk, Danielle Summers takes over the woman's daily Sex On... column. Dani, unlike her predecessor, Daisy Mae, has no qualifications or background knowledge for the job. Instead she procures her answers from the Internet, self-help books and Megan, a retired prostitute who's had sex with thousands of guys.About to turn 50, Dani yearns for more than one toothbrush in the bathroom, more than one car in the garage and definitely more than a greyhound with flatulence sharing her bed at night. The solution, she decides, is to start dating.Meanwhile, one of Dani's readers (known only as Distinctly Frustrated) has written in asking her for advice. He complains his wife is not concentrating during sex, so Dani suggests foreplay using chocolate sauce and dress-ups. However, much to Dani's horror, a saboteur changes her reply to 'Shove something hot down the bitch's throat.'The following morning, Distinctly Frustrated discovers his wife dead. Someone has indeed followed Dani's advice and 'shoved something hot' down the wife's throat. A red hot poker.After first suspecting Dani due to evidence in her handbag and her sabotaged column suggestion, the police take the husband in for questioning.Could the killer actually be Jack Rivers, sleazy bad boy from Gape, a rival newspaper? Did he really pretend to be Dani's blind date just to get her in an uncompromising position so he could publish photos of her rolls of fat and cellulite in his trashy magazine - or was it all to do with slipping incriminating evidence into her handbag while she was otherwise engaged?Or what about Alice? The Tribute's spaced-out receptionist-cum-tea-lady, who was Daisy Mae's stepsister. When Daisy Mae died, Alice thought she'd get the job of writing the Sex On... column. Jealous of Dani's success, she adds salt to her tea, spills hot coffee on her lap and sticks pins in a Dani Summers lookalike voodoo doll. But would Alice take such a giant step forward and kill DF's wife to frame Dani for murder?While chasing a killer, Dani discovers Mr. Right is slap bang under her nose. He's the guy who's been looking out for her all along. The guy who's there for her when her blind dates turn dangerous. The guy who shoves her out from under a lethal four-wheel drive intent on leaving its tire prints straight down the middle of her body.Can Dani survive investigating the murder long enough to find true love?A new romantic mystery from the acclaimed author of CHASING CAN BE MURDER.(Some scenes in this novel are inappropriate for readers under age 18.);June Whyte;149;2011;Sex On Tuesdays;mystery_thriller_crime
741477323;eng;5;Sophia Davis had trepidations about her new field job in a tinder-dry forest. Add eccentric co-workers, wildfire, arson and murder to the mix, and her misgivings turn to alarm. Increasing suspicion and distrust from her colleagues and the local community push Sophia to search for the real culprit. As she uncovers secrets and traces clues, a strong storm system pushes through and a red flag warning, unknown until too late, puts Sophia's life on the line.Set in the precarious mountains and wide-open valleys of eastern Oregon, Red Flag Warning showcases the realities of wildfires in our western forests today.http://www.amazon.com/Red-Flag-Warnin...;M A Florence;242;2012;Red Flag Warning;mystery_thriller_crime
1502773376;eng;3,89;He was evil personified.In the Spring of 1997, a serial killer held Nashville, Tennessee in an icy grip of terror. In February, he murdered two employees at a Captain D's restaurant. In March, he struck a McDonalds just miles away, killing three people and maiming one. In April, he kidnapped and slaughtered two Baskin-Robbins employees.They called him The Fast Food Killer but his real name is Paul Dennis Reid, Jr. When he was caught and sentenced to seven death sentences, yet a new chapter began in the saga of one of the most heinous serial killers in our time, and the people whose lives he cut short.The victims were reduced to being called the victims of Paul Reid. Until now. Here, for the first time, and with the approval of the family and friends, are the stories of those innocent, young people whose lives were ended far too soon. It is also the story of how a crime ripped a city apart.;7087480;454;2014;When Nashville Bled: the untold stories of serial killer Paul Dennis Reid;mystery_thriller_crime
992006201;eng;4,09;When an Iranian nuclear scientist wants to defect, the Canadian Intelligence Service sends in its best agent, Justin Hall. After his mission is compromised and Justin barely escapes northern Iran with his life, he sets out to discover who has put him and the Service in grave danger. CIA information about a traitor in the Service sends Justin into violence-soaked Somalia, where he quickly becomes ensnared in a web of lies and deceit. He's left with no choice but to go rogue and form an alliance with Romanov, a sinister Russian oil baron. Cut off from the Service, Justin is forced to navigate through ever-shifting alliances and survive deep inside a Yemeni terrorist stronghold. All the while, he's being hunted by a traitor. This tour-de-force spy thriller is the hottest page-turner of the summer. New and old fans alike will love this new suspenseful novel in the Justin Hall series. The bonus content includes the first four chapters of DOUBLE AGENTS, the fourth book in the Justin Hall series, which is expected to come out this winter.;5826954;304;2013;Fog of War (Justin Hall, #3);mystery_thriller_crime
